demand_id,publication_id,title,abstract,classifications_cpc,judgment
158024-2024,ES2600452A1,Método y sistema de mantenimiento predictivo de edificios y estructuras.,"Método y sistema de mantenimiento predictivo de edificios y estructuras, que prevé la instalación de una serie de sensores (S1, S2, S3, ..., Sn) colocados en lugares estratégicos del edificio o de la estructura a controlar, en la cual o bien cada uno de los sensores está conectado mediante cableado a un nodo (NS) que está dotado de una antena de transmisión inalámbrica con un nodo central de comunicación (NC); o bien cada sensor (S1, S2) dispone de medios propios de comunicación inalámbrica y directamente transmite los datos recogidos a dicho nodo central de comunicaciones (NC); presentando cada nodo central una antena de salida que comunica los datos recibidos a un servidor (Serv) existente en un centro de datos (CD), al cual se conectan varios terminales de usuario (T1, T2, T3, ..., Tn) para controlar y gestionar su edificio, que incluye una herramienta informática de predicción (HP), que en función de parámetros físicos y químicos que se miden en los sensores estima el comportamiento y deterioro de la estructura o edificio en el futuro, mediante algoritmos (Alg) que correlacionan los parámetros físico-químicos con los procesos patológicos que se pueden dar en función del tiempo.",A45C13/02; G06Q50/08; A45C13/103; A45C5/14; A45C7/0054; A45C2005/035,
158024-2024,ES2756998A1,DISPOSITIVO LUMINOSO DE EMERGENCIAS ESCAMOTEABLE,"Es un dispositivo de señalización de peligro destinado a la seguridad vial, con dos columnas luminosas cilíndricas abatibles que enmarcan un triángulo de señalización de peligro autodesplegable, todo ello alojado en un espacio específico habilitado al efecto que permite su ocultación plegado en la misma carrocería de un vehículo. Activándose de forma automática en caso de accidente o por decisión voluntaria del usuario. Tras su uso posibilita el rearme de manera sencilla para siguientes usos.",B60Q1/52,
158024-2024,ES2928677A1,Sistema de conduccion ecoeficiente adaptado a la modelización tridimensional geoposicionada de la parametrización del trazado de cualquier infraestructura lineal particularizado al vehiculo,"Sistema de conducción, con modo asistido (170) y autónomo (180), adaptado a un modelo tridimensional geoposicionado de parametrización de los elementos del trazado (60) de cualquier infraestructura lineal, que transmite instrucciones al vehículo (110) en cada punto del recorrido escogido en tiempo real, particularizado a cada vehículo en función sus características (80), desde un dispositivo (40) instalado en el mismo desde el cual se gobiernan los distintos sistemas integrantes de la invención, en función de su geoposición real traspuesta al modelo (70), en condiciones de seguridad, confort y máxima eficiencia energética mediante la gestión del ahorro energético, calculando los momentos del recorrido en los cuales no es necesario el accionamiento del sistema de propulsión, aprovechando las energías que intervienen en el movimiento del vehículo y las fuerzas resultantes, para ahorrar energía y/o generarla en motores recargables, todo adaptado a los principios del trazado",G05D1/021; G08G1/167; G01S13/931; G05D1/0212; B60K31/00,
158024-2024,ES2397768A1,Terminal multimedia con medida de parámetros vitales,"Terminal multimedia con medida de parámetros vitales, del tipo de los utilizados principalmente en hospitales, residencias o viviendas para posibilitar el acceso a redes de comunicación, de televisión y contenidos multimedia a personas yacentes en cama, que comprende, junto a los elementos para el uso multimedia, un módulo de medidas multicanal con presentación de los resultados de las medidas en la misma pantalla, estando dotado con la circuitería electrónica y medios de comunicación apropiados para la conexión con sondas para electrocardiogramas completos, pulsioxímetros, tensiómetros, sondas de temperatura, etc... La invención que se presenta aporta la principal ventaja de permitir la realización de medidas, almacenamiento y envío de parámetros vitales con el mismo dispositivo multimedia existente en cada habitación, e introducirlas automáticamente y simultáneamente a la historia clínica del paciente, de forma económica y cómoda, evitando el transporte de los equipos de medida entre las habitaciones de los pacientes.",A61B5/05; A61B5/742; A61B5/743; G16H40/63; G16Z99/00; A61B5/14551; A61B5/0205,
158024-2024,ES2570810A1,Sistema y método de tele-asistencia mediante televisor inteligente,"Sistema y método de tele-asistencia mediante televisor inteligente. El sistema comprende: - un televisor inteligente (2) con cámara de vídeo (20), micrófono (22) y módulo de conectividad IP (26) para su conexión a Internet (3); - un servidor de control (4) encargado de la gestión remota, a través de Internet (3), de los canales disponibles en el televisor inteligente (2), seleccionados entre - canales de televisión tradicional (12), - personas de contacto (11), y - servicios de video-asistencia (9); - un servidor de vídeo (5) encargado de gestionar las comunicaciones por video entre el televisor inteligente (2) y las personas de contacto (11) o los servicios de video-asistencia (9). Con la sencillez de uso de un televisor convencional, permite comunicarse por videollamada a través del televisor con servicios de tele-asistencia, amigos y familia de una manera fácil e intuitiva.",H04N5/445; H04N7/141; H04N7/173; H04N21/4223; H04N21/4788,
158024-2024,ES2902101A1,"BRAZALETE DE MUÑECA PARA LA MONITORIZACIÓN DE PARÁMETROS BIOQUÍMICOS HUMANOS, FÍSICOS HUMANOS Y MEDIO AMBIENTALES EN TIEMPO REAL EN COMBINACIÓN CON UN SISTEMA DE MÓDULOS DE COMUNICACIÓN, ALMACENAMIENTO E INTELIGENCIA ARTIFICIAL (IA)","La presente invención revela un brazalete de muñeca que permite monitorizar de forma continua las constantes vitales de la persona portadora, así como la adquisición de medidas de ciertos parámetros bioquímicos humanos, físicos humanos y medio ambientales en tiempo real en combinación con un sistema de módulos de comunicación, almacenamiento e inteligencia artificial (IA) comprende una pantalla (12); un indicador luminoso (14); botones (16) que permiten controlar el funcionamiento por parte del usuario; sensores (18), (20) y (22) permiten medir parámetros bioquímicos humanos, parámetros físicos humanos y parámetros medio ambientales; medios de alerta del brazalete; una unidad central de proceso (24) que permite controlar módulos de adquisición de parámetros, un módulo de comunicaciones hombre/máquina (32), un módulo de comunicaciones máquina/máquina (34), al menos un módulo de comunicaciones máquina/sistemas externos (36); un módulo de inteligencia artificial (42) que integra algoritmos de inteligencia artificial (IA); y medios de alimentación energética.",G16H40/67; A61B5/0002; A61B5/0205; A61B5/14532; A61B5/024,
158024-2024,ES2532132A1,Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso,"Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso. La presente invención consiste en un sistema vestible (1) que interactúa con un sistema remoto (2) intercambiando información gestual y sensaciones táctiles. El sistema vestible (1) envía información gestual que aporta un usuario humano (3) a través de un traje háptico de captura de movimiento (4) y guantes hápticos de datos (5). El sistema remoto (2) es estimulado por la información gestual recibida y envía al sistema vestible (1) sensaciones táctiles relacionadas a la reacción ante dichos estímulos. El sistema vestible (1) puede utilizarse para tareas de operación remota de máquinas (9) como manipuladores, vehículos autónomos o simuladores de realidad virtual (10). También puede aplicarse en el análisis de procedimientos de rehabilitación. Adicionalmente, dos o más sistemas vestibles (1) pueden utilizarse para complementar la interacción social a distancia entre dos o más usuarios humanos (3).",A61B5/103,
158024-2024,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
158024-2024,ES2537651A1,Sistema modular estandarizado para la construcción de centros sanitarios u hospitalarios,"La invención prevé la distribución de los distintos espacios del hospital de acuerdo con una serie de módulos de idéntica anchura que se disponen paralelamente entre dos pasillos, un pasillo de circulación técnica (PT) y un pasillo de circulación pública (PP), de modo que entre dichos dos pasillos se establecen los comentados módulos (M1-M2-M3) para zonas técnicas, mixtas y públicas, definiéndose tres zonas perfectamente diferenciadas y cuyo flujo de usuarios se ve optimizado. Los módulos se dividen longitudinalmente en sub-módulos con unas dimensiones preestablecidas de manera que las estancias destinadas a implantarse en su seno son proporcionales a dichas medidas, permitiendo múltiples distribuciones ajustándose a dichas medidas. Para ampliar el hospital solo es preciso alargar los comentados pasillos y añadir los módulos que sean necesarios, siendo fácilmente redistribuibles los módulos ya existentes si es necesario debido a su naturaleza modular.",E04H3/08; E04H1/005,
158024-2024,ES2116215A1,"ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA.","ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA. SE PROPORCIONA UNA SONDA PARA MEDIR POR MEDIO DE UN GEORESISTIMETRO LA RESISTIVIDAD ELECTRICA DEL SUELO EN SENTIDO VERTICAL. LA SONDA PREVISTA EN FORMA DE PICA TIENE PAREJAS DE ELECTRODOS EMISORES (5A-5A) Y RECEPTORES (5B-5B) MONTADOS AL REDEDOR DE UN TUBO (2) PARA GENERAR UNA SEÑAL ELECTRICA DE EXCITACION Y RECIBIR UNA SEÑAL ELECTRICA DE RETORNO QUE ES FUNCION DEL GRADO DE HUMEDAD DEL SUELO Y DE LA COMPACTACION DEL MISMO. LA ELECTROSONDA, ADEMAS DE SERVIR PARA REALIZAR PLANIMETRIAS DE LOS GRADOS DE HUMEDAD DEL SUELO Y DE SU COMPACTACION POR LAS ACCIONES DE LABOREO SEL MISMO, PUEDE UTILIZARSE PARA GENERAR UNA SEÑAL DE CONTROL, PARA GOBIERNO AUTOMATICO DE UNA INSTALACION DE RIEGO.",,
158024-2024,ES2808969A1,SISTEMA DE PERFUSIÓN DE FÁRMACOS EN LAZO CERRADO CON CONTROL SINÉRGICO,"Sistema de perfusión de fármacos en lazo cerrado con control sinérgico. El objetivo de la invención es realizar un sistema de cálculo automático de perfusión de fármacos aplicable a un paciente para, por ejemplo, inducir un estado anestésico satisfactorio en una intervención quirúrgica. El sistema de cálculo automático estaría condicionado por unos valores objetivo de monitores fisiológicos para evaluar el estado del paciente. La perfusión automática consigue aumentar la seguridad del paciente reduciendo la morbididad y mortalidad postintervención y reducir la continua toma de decisiones del especialista. La invención es un sistema electrónico donde se implementa un controlador MIMO-PID que calcula las perfusiones de varios fármacos en base a un error de control definido por desviaciones del estado del paciente, analizado por varios monitores. Las perfusiones automáticas de fármacos están condicionadas por sistemas de seguridad frente a eventos de infra/sobre-infusión y están complementadas con sistemas de corrección y de prealimentación.",A61B5/00; G16H20/17; G16H40/60; A61B5/1106; A61B5/4821; A61B5/4839; A61M5/1408; A61M5/1723; A61M5/16827; A61M2205/50; A61M2005/14208,
158024-2024,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
158024-2024,ES2444712A1,SISTEMA TELEMÉTRICO INALÁMBRICO PARA LA MONITORIZACIÓN DE MAGNITUDES ESTÁTICAS Y DINÁMICAS.,"Se propone un sistema telemétrico inalámbrico basado en transmisión de referencia temporal para la monitorización de magnitudes estáticas y dinámicas. El sistema propuesto comprende un instrumento lector y, al menos, un transpondedor que incluye a su vez los transductores asociados a las variables objeto de observación y/o medida. Con objeto de comunicar el instrumento lector y el transpondedor, el sistema también comprende un mecanismo para la transmisión de información relativa a la frecuencia de operación interna del transpondedor hacia el instrumento lector y un método para la determinación remota de la frecuencia de operación interna del transpondedor. El instrumento lector comprende: una antena (11000), una sección de comunicación (12000), una sección de procesado de señal (13000), una sección de cómputo (14000), una unidad de temporización (15000) estable con la temperatura, una sección de interfaz de usuario (16000) y una sección de salida de datos (17000).",H04B5/77; H04Q9/00; H04W4/80; H04B5/45; H04B5/73; A61B5/0024; G01S13/758; H04Q2209/40; H04Q2209/88,
158024-2024,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
158024-2024,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
221305-2025,ES2935742A1,"RECUBRIMIENTO HÍBRIDO BASADO EN UNA MEZCLA DE MATERIAL COMPUESTO ADHESIVO, PARA APLICACIÓN EN SUPERFICIES DE ELEMENTOS IMPLANTABLES","Recubrimiento híbrido basado en una mezcla de material compuesto adhesivo, para aplicación en superficies de elementos implantables. El recubrimiento híbrido adhesivo/sol-gel es un material compuesto con características biocompatibles y osteoinductor desde las primeras 24 horas de su aplicación en superficies implantables o como relleno óseo independiente, este último, se muestra como material que se solidifica en menos de 3 horas y, al presentar mesoporos en todo su volumen, acepta la infiltración de sangre del paciente que se interviene quirúrgicamente.",A61L27/28; A61L27/00,
221305-2025,ES2370895A1,Exoesqueleto robotizado vestible para brazo humano.,"La presente invención se refiere a un exoesqueleto robotizado accionado por cables y mecanismos paralelos de reducido peso y volumen, permitiendo al usuario moverse cómodamente y realizar terapias médicas, ayudas a la realización de fuerzas del tipo ortésico, actividades relacionadas con prácticas deportivas o entrenamientos especializados que requieran secuencias de movimientos o ayuda para las tareas cotidianas. El sistema está formado por un chaleco (8), al cual están adosados el exo-brazo (2), el exo-antebrazo (3), una estructura de cinemática paralela del hombro que permite efectuar un seguimiento de los desplazamientos del hombro respecto al cuerpo, un sistema de compensación del peso (4, 5) del conjunto articulado, accionamientos de potencia (6) que permiten mover de manera controlada el brazo articulado, un sistema de alimentación autónomo y una unidad de control basada en computador (1) en la que residirán los procedimientos de control de movimiento, que pueden ser programados, tele-operados o coordinados.",A61F5/013; A61H1/0274; B25J9/0006,
221305-2025,ES2641296A1,"PROCEDIMIENTO, SISTEMA DE CONTROL, NODO DE TRANSDUCTORES, Y PRODUCTO DE PROGRAMA INFORMÁTICO PARA HACER, QUE UNOS O MÁS TRANSDUCTORES COMRENDIDOS EN EL NODO SEAN ACCESIBLES A UNA RED DE TRANSDUCTORES A TRAVÉS DE NODOS DE TRANSDUCTORES INTELIGENTES","Procedimiento, sistema de control, nodo de transductores y producto de programa informático para hacer, por parte de un nodo de transductores y/o por parte de un sistema de control, que unos o más transductores comprendidos en el nodo sean accesibles a una red de transductores cuando el nodo está conectado a la red de transductores. La presente invención se refiere a procedimientos para hacer accesible uno o más transductores de forma automática a una red de transductores, a través de nodos de transductores inteligentes que comprenden al menos uno de los citados transductores; la invención también se refiere a la red de transductores que comprende un sistema de control y al menos un nodo de transductores, configurados para ejecutar los citados procedimientos; de acuerdo con la invención también se definen unos productos de programa informático para llevar a cabo dichos procedimientos.",H04W48/16; H04W84/18; H04L67/125,
221305-2025,ES2326252A1,SISTEMA INALAMBRICO Y METODO DE LECTURA REMOTA DE CONTADORES,"Sistema inalámbrico y método de lectura remota de contadores. Sistema inalámbrico de lectura remota de contadores, que comprende: al menos un dispositivo de almacenamiento (100), conectado a un contador o integrado en un contador, que comprende medios (2) para almacenar datos relativos al consumo; al menos un dispositivo concentrador (200), y un dispositivo central (400). El dispositivo de almacenamiento (100) comprende medios (1, 5, 6) para enviar los datos relativos al consumo al dispositivo concentrador a través de una red de banda estrecha (500), que opera en una banda de frecuencia de uso libre. El dispositivo concentrador comprende medios para reenviar dichos datos al dispositivo central (400) a través de una red de banda ancha (600), que opera en una banda de frecuencia de uso libre.",G01D4/002; G01D4/004; Y02B90/20; Y04S20/30,
221305-2025,ES2438447A1,Sistema de recuperación del agua de riego,"Los sistemas de riego para cultivos de plantas que exigen un elevado volumen de agua especialmente campos de golf, presentan una fuerte oposición por parte de los municipios en los que se pretende instalar, cuando en los mismos el agua no es abundante, para ello la invención comprende un sistema de recuperación del agua de riego que se decanta después de pasar por unas capas de tierra, filtrado y drenaje a una zanja situada a un nivel inferior a la capa de drenaje, la capa de tierra recibe agua, abono y nutrientes y a la vez que se oxigena todo ello mediante los conductos adecuados, provistos de los orificios adecuados gobernando el sistema una central eléctrica.",A01F25/16; A01G25/02; A01G25/06; E01C13/083,
221305-2025,ES2600452A1,Método y sistema de mantenimiento predictivo de edificios y estructuras.,"Método y sistema de mantenimiento predictivo de edificios y estructuras, que prevé la instalación de una serie de sensores (S1, S2, S3, ..., Sn) colocados en lugares estratégicos del edificio o de la estructura a controlar, en la cual o bien cada uno de los sensores está conectado mediante cableado a un nodo (NS) que está dotado de una antena de transmisión inalámbrica con un nodo central de comunicación (NC); o bien cada sensor (S1, S2) dispone de medios propios de comunicación inalámbrica y directamente transmite los datos recogidos a dicho nodo central de comunicaciones (NC); presentando cada nodo central una antena de salida que comunica los datos recibidos a un servidor (Serv) existente en un centro de datos (CD), al cual se conectan varios terminales de usuario (T1, T2, T3, ..., Tn) para controlar y gestionar su edificio, que incluye una herramienta informática de predicción (HP), que en función de parámetros físicos y químicos que se miden en los sensores estima el comportamiento y deterioro de la estructura o edificio en el futuro, mediante algoritmos (Alg) que correlacionan los parámetros físico-químicos con los procesos patológicos que se pueden dar en función del tiempo.",A45C13/02; G06Q50/08; A45C13/103; A45C5/14; A45C7/0054; A45C2005/035,
221305-2025,ES2726003A1,Método para votación electrónica segura con sistema de auditoría inmutable y programas informáticos del mismo,"Método para votación electrónica segura con sistema de auditoría inmutable, permite conducir electrónicamente, con total seguridad, votaciones y consultas a través de una red de comunicaciones. El método emplea unos procesos (210) y protocolos (202, 204, 206, 208, 212, 214) criptográficos interrelacionados, especialmente diseñados para dotar de seguridad a la emisión de los votos, al recuento de los votos, y a la verificación de los resultados de la votación o consulta. Dichos procesos y protocolos criptográficos conforman conjuntamente un esquema criptográfico de votación capaz de asegurar los requisitos de seguridad específicos de una votación electrónica en la cual los votantes emiten sus votos remotamente. El método incorpora una capa de auditoría basada en el uso de mecanismos inmutables que protegen los registros de todas las acciones realizadas en la votación, como las realizadas por los administradores del sistema de los servidores de votación, para asegurar una total transparencia del proceso.",H04L9/32; G06F21/64; G07C13/00,
221305-2025,ES2928677A1,Sistema de conduccion ecoeficiente adaptado a la modelización tridimensional geoposicionada de la parametrización del trazado de cualquier infraestructura lineal particularizado al vehiculo,"Sistema de conducción, con modo asistido (170) y autónomo (180), adaptado a un modelo tridimensional geoposicionado de parametrización de los elementos del trazado (60) de cualquier infraestructura lineal, que transmite instrucciones al vehículo (110) en cada punto del recorrido escogido en tiempo real, particularizado a cada vehículo en función sus características (80), desde un dispositivo (40) instalado en el mismo desde el cual se gobiernan los distintos sistemas integrantes de la invención, en función de su geoposición real traspuesta al modelo (70), en condiciones de seguridad, confort y máxima eficiencia energética mediante la gestión del ahorro energético, calculando los momentos del recorrido en los cuales no es necesario el accionamiento del sistema de propulsión, aprovechando las energías que intervienen en el movimiento del vehículo y las fuerzas resultantes, para ahorrar energía y/o generarla en motores recargables, todo adaptado a los principios del trazado",G05D1/021; G08G1/167; G01S13/931; G05D1/0212; B60K31/00,
221305-2025,ES2374467A1,PROCESO CONSTRUCTIVO DE VIVIENDAS O EDIFICACIONES MODULARES CON PANELES PREFABRICADOS.,"La invención hace referencia a un proceso constructivo de viviendas o edificaciones modulares con paneles prefabricados de hormigón reforzados con fibra de vidrio aplicables para cerramiento externo o paredes de fachada y paredes de chapa tipo sándwich para cerramiento interno o paredes interiores. Estos combinan con estructuras metálicas para formar los cerramientos. Presenta la particularidad de contar con un sistema de anclaje de los paneles entre sí, a la losa de cimentación y a la cubierta. Todo el montaje del sistema se puede realizar en taller, planta de producción o instalación industrial ya que se realiza en seco con un montaje entre uniones mediante tornillería. La vivienda se puede montar dividida en diferentes partes y posteriormente elevarla y trasportarla.",E04B1/34321,
221305-2025,ES2570810A1,Sistema y método de tele-asistencia mediante televisor inteligente,"Sistema y método de tele-asistencia mediante televisor inteligente. El sistema comprende: - un televisor inteligente (2) con cámara de vídeo (20), micrófono (22) y módulo de conectividad IP (26) para su conexión a Internet (3); - un servidor de control (4) encargado de la gestión remota, a través de Internet (3), de los canales disponibles en el televisor inteligente (2), seleccionados entre - canales de televisión tradicional (12), - personas de contacto (11), y - servicios de video-asistencia (9); - un servidor de vídeo (5) encargado de gestionar las comunicaciones por video entre el televisor inteligente (2) y las personas de contacto (11) o los servicios de video-asistencia (9). Con la sencillez de uso de un televisor convencional, permite comunicarse por videollamada a través del televisor con servicios de tele-asistencia, amigos y familia de una manera fácil e intuitiva.",H04N5/445; H04N7/141; H04N7/173; H04N21/4223; H04N21/4788,
221305-2025,ES2902101A1,"BRAZALETE DE MUÑECA PARA LA MONITORIZACIÓN DE PARÁMETROS BIOQUÍMICOS HUMANOS, FÍSICOS HUMANOS Y MEDIO AMBIENTALES EN TIEMPO REAL EN COMBINACIÓN CON UN SISTEMA DE MÓDULOS DE COMUNICACIÓN, ALMACENAMIENTO E INTELIGENCIA ARTIFICIAL (IA)","La presente invención revela un brazalete de muñeca que permite monitorizar de forma continua las constantes vitales de la persona portadora, así como la adquisición de medidas de ciertos parámetros bioquímicos humanos, físicos humanos y medio ambientales en tiempo real en combinación con un sistema de módulos de comunicación, almacenamiento e inteligencia artificial (IA) comprende una pantalla (12); un indicador luminoso (14); botones (16) que permiten controlar el funcionamiento por parte del usuario; sensores (18), (20) y (22) permiten medir parámetros bioquímicos humanos, parámetros físicos humanos y parámetros medio ambientales; medios de alerta del brazalete; una unidad central de proceso (24) que permite controlar módulos de adquisición de parámetros, un módulo de comunicaciones hombre/máquina (32), un módulo de comunicaciones máquina/máquina (34), al menos un módulo de comunicaciones máquina/sistemas externos (36); un módulo de inteligencia artificial (42) que integra algoritmos de inteligencia artificial (IA); y medios de alimentación energética.",G16H40/67; A61B5/0002; A61B5/0205; A61B5/14532; A61B5/024,
221305-2025,ES2532132A1,Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso,"Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso. La presente invención consiste en un sistema vestible (1) que interactúa con un sistema remoto (2) intercambiando información gestual y sensaciones táctiles. El sistema vestible (1) envía información gestual que aporta un usuario humano (3) a través de un traje háptico de captura de movimiento (4) y guantes hápticos de datos (5). El sistema remoto (2) es estimulado por la información gestual recibida y envía al sistema vestible (1) sensaciones táctiles relacionadas a la reacción ante dichos estímulos. El sistema vestible (1) puede utilizarse para tareas de operación remota de máquinas (9) como manipuladores, vehículos autónomos o simuladores de realidad virtual (10). También puede aplicarse en el análisis de procedimientos de rehabilitación. Adicionalmente, dos o más sistemas vestibles (1) pueden utilizarse para complementar la interacción social a distancia entre dos o más usuarios humanos (3).",A61B5/103,
221305-2025,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
