Family_ID,Publication_Numbers,Compound,Relevance_Class,Therapeutic_Application,Formulation,Drug_Delivery,Combination_Therapy,Diagnostic_Application,Manufacturing,Chemical_Modification,Conjugation,Purification_Isolation,Other_Application,Evidence,Confidence,Human_Review
56345070,US-11185522-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
34216139,CA-2776692-C,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
38823623,EP-2049112-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
36570533,US-20080221061-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Vidarabine appears among ~10 named antivirals as an alternative drug-conjugate payload for a generic lung-targeted-drug conjugate invention; not singled out.,High,No
58631957,EP-3368663-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Vidarabine is one of ~5 named nucleoside analogs usable as an antiviral test compound in a virus-free-cell-line method; not singled out.,Medium,No
52666219,EP-3043803-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:HK-40038030-A,HK-40038030-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-202117014244-A,IN-202117014244-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:AU-2001259671-A1,AU-2001259671-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same generic media-milling/particle-size-reduction process family already classified Incidental in the earlier cc=ES screening (as ES-2303527-T3): vidarabine appears only in an extremely long generic substrate-drug list.,High,No
38581687,MX-2008012993-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Vidarabine appears only in a long list of nucleoside/nucleotide analogs for a TLR7/TLR8 immune-modulatory-RNA invention unrelated to it.,High,No
43628336,US-8470784-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
11383554,US-7186753-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
22617610,US-20020071863-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
11382686,US-20050261242-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
55955245,IL-252190-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
24055505,EP-0844868-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
3491605,EP-0814776-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
51661826,EP-3193917-B9,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-2006DN07208-A,IN-2006DN07208-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-209544-B,IN-209544-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
26919149,EP-0754052-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
36917071,US-20150174060-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-365653-B,IN-365653-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
55760314,US-20170304387-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
39712456,US-20070280902-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
27253357,MY-132954-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
37983673,US-7411071-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
11373320,EP-1382331-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
50622591,HK-1212231-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
25425237,CA-2098242-C,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
23028566,US-20020044968-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
37744773,EP-1962815-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
33569260,AU-2003231664-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
48876315,US-8962034-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
65434638,US-11510859-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-2009DN00336-A,IN-2009DN00336-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
42198717,AU-2009318158-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
40873320,US-20190201512-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
73290313,US-12465623-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
35206880,US-20060054166-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
36228744,US-7317024-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
40848096,AU-2009242113-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
46599095,AU-2011256902-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
49816837,US-10744277-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
40654586,AU-2009211183-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:MT-P3244-B,MT-P3244-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
59744445,EP-3423572-A2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
49548781,US-20220204592-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:MT-P3245-B,MT-P3245-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:HK-1079774-A,HK-1079774-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
75769550,WO-2022228651-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
78083570,US-20230218596-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:MT-P2583-B,MT-P2583-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
53794072,EP-3331650-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
34572914,US-7879360-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
27238955,EP-1174439-A2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
61131506,AU-2018390132-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
44789526,AU-2011287215-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
27379589,EP-1119345-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
60160145,WO-2017189978-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:HK-1008774-B,HK-1008774-B,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
4184113,EP-1073470-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
25675967,EP-0687172-B1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
42039283,IL-211121-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
42677657,EP-2944638-A1,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:IN-2011CN03968-A,IN-2011CN03968-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
55910037,UY-36391-A,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,"Vidarabine appears only in a generic drug list, not singled out; unrelated core invention.",High,No
pub:HK-1065960-A,HK-1065960-A,Vidarabine,Directly Relevant,No,No,No,No,No,No,Yes,Yes,No,,"Claims 34-36 specifically narrow to ""the antiarrhythmic active substance is vidarabine"" attached to hydroxyethyl starch via an amino/linking group -- a specifically claimed conjugate embodiment, not a background list entry.",High,No
41693027,CA-3065614-A1,Vidarabine,Indirectly Relevant,Yes,No,No,No,No,No,No,No,No,,"Same sibling Alzheimer's therapeutic-approaches family as CA-2722453-A1: claim specifically names vidarabine as ""a modulator of ADCY2 being vidarabine"" (one specific preferred mechanism-compound pairing, not a generic list).",Medium,Yes
40873444,EP-2282779-A1,Vidarabine,Indirectly Relevant,Yes,No,No,No,No,No,No,No,No,,"Same sibling Alzheimer's family series: claim specifically names vidarabine as the ""preferably"" preferred AMPK modulator within a real therapeutic composition claim.",Medium,Yes
50001255,US-10301280-B2,Vidarabine,Incidental Mention,No,No,No,No,No,No,No,No,No,,Same kinase-modulation family already classified Incidental for Eribulin mesylate/Trabectedin: vidarabine appears in the same recurring long generic chemotherapeutic-agent list.,High,No
